ID,USIA,GENDER,PKRJ_ORTU,GAJI_ORTU,KECAMATAN,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,PARTAI_LEGISLATIF,PARTAI_PRES,CAPRES,SKOR_TOTAL,KELAS
98,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Banyuurip,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,PKS,Ganjar Pranowo,23,Sedang
99,17,Perempuan,Tidak Bekerja,"<Rp1.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Tidak pernah,Mungkin,Tidak,Tidak terpengaruh,PAN,Gerindra,Prabowo Subianto,20,Sedang
100,16,Perempuan,Buruh,"<Rp1.000.000,00",Bruno,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Mungkin,Tidak,Ragu-ragu,PDIP,PDIP,Ganjar Pranowo,23,Sedang
101,16,Perempuan,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Kaligesing,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
102,16,Laki-laki,Wirausaha,"Rp1.000.000,00 - Rp5.000.000,00",Bener,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,25,Sedang
103,16,Perempuan,Wirausaha,"Rp5.000.000 - Rp10.000.000,00",Banyuurip,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Jarang,Ya,Mungkin,Tidak terpengaruh,Perindo,Gerindra,Prabowo Subianto,25,Sedang
104,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Banyuurip,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Jarang,Ya,Mungkin,Tidak terpengaruh,Demokrat,Demokrat,Belum menentukan pilihan,24,Sedang
105,16,Perempuan,Tidak Bekerja,"<Rp1.000.000,00",Banyuurip,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
106,16,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Banyuurip,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Mungkin,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,24,Sedang
107,16,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Bayan,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
108,16,Perempuan,Buruh,"<Rp1.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Ganjar Pranowo,25,Sedang
109,16,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Tidak,Tidak,Tidak terpengaruh,Gerindra,Demokrat,Belum menentukan pilihan,22,Sedang
110,16,Perempuan,Buruh,"<Rp1.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Gerindra,PDIP,Ganjar Pranowo,26,Tinggi
111,16,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Banyuurip,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Golkar,PDIP,Ganjar Pranowo,23,Sedang
112,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kaligesing,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,22,Sedang
113,17,Perempuan,Lainnya,"<Rp1.000.000,00",Loano,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Demokrat,Belum menentukan pilihan,23,Sedang
114,16,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Bayan,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Jarang,Mungkin,Mungkin,Ragu-ragu,Demokrat,PDIP,Ganjar Pranowo,20,Sedang
115,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Banyuurip,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Setuju,Tidak,Jarang,Mungkin,Tidak,Tidak terpengaruh,PDIP,Demokrat,Ganjar Pranowo,19,Sedang
116,17,Laki-laki,Lainnya,">Rp10.000.000,00",Bayan,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Setuju,Ya,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,Golkar,Golkar,Ganjar Pranowo,24,Sedang
117,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Banyuurip,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Ganjar Pranowo,24,Sedang
118,17,Laki-laki,Lainnya,"<Rp1.000.000,00",Banyuurip,Ya,Sangat mengetahui,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PSI,PDIP,Ganjar Pranowo,28,Tinggi
119,16,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Banyuurip,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
120,16,Laki-laki,Buruh,"<Rp1.000.000,00",Bruno,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Setuju,Ya,Kadang-kadang,Ya,Tidak,Terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
121,17,Laki-laki,Buruh,"<Rp1.000.000,00",Gebang,Ya,Sangat mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
122,16,Perempuan,Guru,"<Rp1.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Mungkin,Ragu-ragu,PSI,Perindo,Ganjar Pranowo,20,Sedang
123,17,Laki-laki,PNS,"Rp5.000.000 - Rp10.000.000,00",Banyuurip,Ya,Sangat mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Sering,Tidak,Tidak,Tidak terpengaruh,PDIP,Golkar,Prabowo Subianto,26,Tinggi
124,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Bayan,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Ganjar Pranowo,22,Sedang
125,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Banyuurip,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Golkar,Demokrat,Ganjar Pranowo,21,Sedang
126,16,Perempuan,Lainnya,"<Rp1.000.000,00",Banyuurip,Ya,Sangat mengetahui,Ya,Keinginan sendiri,Setuju,Ya,Sering,Ya,Ya,Terpengaruh,Nasdem,Golkar,Ganjar Pranowo,25,Sedang
127,17,Perempuan,Buruh,"<Rp1.000.000,00",Banyuurip,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Golkar,Demokrat,Ganjar Pranowo,21,Sedang
128,16,Laki-laki,Buruh,"<Rp1.000.000,00",Purworejo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
129,17,Perempuan,Buruh,"<Rp1.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Belum menentukan pilihan,27,Tinggi
130,16,Laki-laki,Karyawan Swasta,"<Rp1.000.000,00",Gebang,Ya,Sangat mengetahui,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Jarang,Ya,Mungkin,Tidak terpengaruh,PDIP,Demokrat,Prabowo Subianto,24,Sedang
131,16,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Jarang,Ya,Mungkin,Ragu-ragu,PAN,PDIP,Ganjar Pranowo,21,Sedang
132,16,Laki-laki,Karyawan Swasta,"<Rp1.000.000,00",Bayan,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Gerindra,Prabowo Subianto,25,Sedang
133,17,Perempuan,Buruh,"<Rp1.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,21,Sedang
134,16,Laki-laki,PNS,">Rp10.000.000,00",Gebang,Tidak,Mengetahui,Ya,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
135,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
136,16,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Prabowo Subianto,21,Sedang
137,16,Laki-laki,Wirausaha,"Rp5.000.000 - Rp10.000.000,00",Kemiri,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
138,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,22,Sedang
139,16,Laki-laki,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Sangat mengetahui,Ya,Media sosial dan media berita,Biasa Saja,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
140,16,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Demokrat,Prabowo Subianto,23,Sedang
141,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Ya,Media sosial dan media berita,Biasa Saja,Ya,Tidak pernah,Ya,Tidak,Terpengaruh,PPP,PPP,Ganjar Pranowo,22,Sedang
142,16,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Tidak,Jarang,Ya,Mungkin,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,21,Sedang
143,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Ganjar Pranowo,24,Sedang
144,16,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Jarang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,22,Sedang
145,16,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Tidak,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Ganjar Pranowo,25,Sedang
146,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,23,Sedang
147,16,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Tidak,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Gerindra,PDIP,Ganjar Pranowo,22,Sedang
148,16,Laki-laki,Buruh,"<Rp1.000.000,00",Bruno,Ya,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Tidak,Jarang,Tidak,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,19,Sedang
149,17,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Tidak,Tidak tahu,Tidak,Tidak tahu,Kurang Setuju,Tidak,Tidak pernah,Mungkin,Mungkin,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,16,Rendah
150,17,Perempuan,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Belum menentukan pilihan,27,Tinggi
151,17,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,26,Tinggi
152,17,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Ya,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,25,Sedang
153,17,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PAN,Prabowo Subianto,26,Tinggi
154,17,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,29,Tinggi
155,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Anies Baswedan,26,Tinggi
156,18,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Ya,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,PKB,PDIP,Ganjar Pranowo,25,Sedang
157,18,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
158,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Ya,Ragu-ragu,PDIP,PDIP,Prabowo Subianto,20,Sedang
159,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Perindo,Perindo,Belum menentukan pilihan,22,Sedang
160,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,25,Sedang
161,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Mungkin,Tidak terpengaruh,Perindo,PDIP,Ganjar Pranowo,22,Sedang
162,18,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Keinginan sendiri,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
163,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Tidak pernah,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,21,Sedang
164,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,29,Tinggi
165,17,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Demokrat,Ganjar Pranowo,22,Sedang
166,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Ganjar Pranowo,22,Sedang
167,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Belum menentukan pilihan,22,Sedang
168,16,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ya,Tidak pernah,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Prabowo Subianto,22,Sedang
169,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Belum menentukan pilihan,21,Sedang
170,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Ganjar Pranowo,23,Sedang
171,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
172,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Keinginan sendiri,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
173,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Ganjar Pranowo,21,Sedang
174,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,29,Tinggi
175,17,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,23,Sedang
176,17,Laki-laki,Wirausaha,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,22,Sedang
177,17,Laki-laki,Wirausaha,"Rp5.000.000 - Rp10.000.000,00",Bruno,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
178,17,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Prabowo Subianto,27,Tinggi
179,17,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Prabowo Subianto,24,Sedang
180,17,Laki-laki,Lainnya,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
181,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,26,Tinggi
182,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Golkar,Belum menentukan pilihan,23,Sedang
183,17,Perempuan,Petani / Nelayan,">Rp10.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Demokrat,Ganjar Pranowo,26,Tinggi
184,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Ganjar Pranowo,26,Tinggi
185,16,Laki-laki,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,26,Tinggi
186,16,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Ragu-ragu,Demokrat,Demokrat,Prabowo Subianto,24,Sedang
187,16,Perempuan,Lainnya,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Sering,Ya,Tidak,Ragu-ragu,Golkar,Perindo,Ganjar Pranowo,23,Sedang
188,17,Laki-laki,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Bruno,Ya,Mengetahui,Ya,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Prabowo Subianto,30,Tinggi
189,17,Laki-laki,Karyawan Swasta,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,25,Sedang
190,18,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Belum menentukan pilihan,22,Sedang
191,16,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Kadang-kadang,Ya,Mungkin,Ragu-ragu,PAN,PDIP,Belum menentukan pilihan,22,Sedang
192,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Keinginan sendiri,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PAN,PDIP,Belum menentukan pilihan,26,Tinggi
193,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,27,Tinggi
194,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PSI,Prabowo Subianto,25,Sedang
195,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,24,Sedang
196,16,Laki-laki,Buruh,"<Rp1.000.000,00",Bruno,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Kadang-kadang,Ya,Mungkin,Ragu-ragu,PDIP,Demokrat,Belum menentukan pilihan,22,Sedang
